id,silencerID,chrom,start,end,size,method,cellline,tissue,organ,species,ngene,dgene,genome,strand
7242,HS_03042101,chr16,67851021,67851203,182,"High throughput",K562,Blood,Blood,"Homo sapiens",TSNAXIP1,NUTF2,hg19,.
7243,HS_03042102,chr16,67944133,67944345,212,"High throughput",K562,Blood,Blood,"Homo sapiens",PSKH1,.,hg19,.
7244,HS_03042103,chr16,67998939,67999110,171,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC12A4,.,hg19,.
7245,HS_03042104,chr16,68078446,68078635,189,"High throughput",K562,Blood,Blood,"Homo sapiens",DUS2,.,hg19,.
7249,HS_03042108,chr16,69599594,69599770,176,"High throughput",K562,Blood,Blood,"Homo sapiens",NFAT5,NFAT5,hg19,.
7250,HS_03042109,chr16,69753551,69753732,181,"High throughput",K562,Blood,Blood,"Homo sapiens",NQO1,.,hg19,.
7251,HS_03042110,chr16,69964206,69964363,157,"High throughput",K562,Blood,Blood,"Homo sapiens",WWP2,.,hg19,.
7253,HS_03042112,chr16,70121188,70121409,221,"High throughput",K562,Blood,Blood,"Homo sapiens",PDPR,.,hg19,.
7254,HS_03042113,chr16,70238115,70238280,165,"High throughput",K562,Blood,Blood,"Homo sapiens",CLEC18C,.,hg19,.
7255,HS_03042114,chr16,70294233,70294475,242,"High throughput",K562,Blood,Blood,"Homo sapiens",AARS1,CLEC18C,hg19,.
7256,HS_03042115,chr16,70317824,70318022,198,"High throughput",K562,Blood,Blood,"Homo sapiens",AARS1,.,hg19,.
7257,HS_03042116,chr16,71195224,71195424,200,"High throughput",K562,Blood,Blood,"Homo sapiens",HYDIN,.,hg19,.
7259,HS_03042118,chr16,71808874,71809101,227,"High throughput",K562,Blood,Blood,"Homo sapiens",AP1G1,.,hg19,.
7260,HS_03042119,chr16,72042438,72042637,199,"High throughput",K562,Blood,Blood,"Homo sapiens",DHODH,.,hg19,.
7262,HS_03042121,chr16,74103850,74104033,183,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFHX3,.,hg19,.
7264,HS_03042123,chr16,74414879,74415096,217,"High throughput",K562,Blood,Blood,"Homo sapiens",NPIPB15,.,hg19,.
7265,HS_03042124,chr16,74715965,74716163,198,"High throughput",K562,Blood,Blood,"Homo sapiens",MLKL,.,hg19,.
7266,HS_03042125,chr16,74728193,74728362,169,"High throughput",K562,Blood,Blood,"Homo sapiens",MLKL,.,hg19,.
7267,HS_03042126,chr16,74997467,74997687,220,"High throughput",K562,Blood,Blood,"Homo sapiens",WDR59,.,hg19,.
7268,HS_03042127,chr16,75020112,75020312,200,"High throughput",K562,Blood,Blood,"Homo sapiens",WDR59,.,hg19,.
7269,HS_03042128,chr16,75113000,75113201,201,"High throughput",K562,Blood,Blood,"Homo sapiens",ZNRF1,.,hg19,.
7271,HS_03042130,chr16,75465381,75465580,199,"High throughput",K562,Blood,Blood,"Homo sapiens",CFDP1,.,hg19,.
7273,HS_03042132,chr16,77113401,77113619,218,"High throughput",K562,Blood,Blood,"Homo sapiens",MON1B,.,hg19,.
7275,HS_03042134,chr16,79561711,79561812,101,"High throughput",K562,Blood,Blood,"Homo sapiens",MAF,.,hg19,.
7276,HS_03042135,chr16,79804516,79804714,198,"High throughput",K562,Blood,Blood,"Homo sapiens",MAF,.,hg19,.
7277,HS_03042136,chr16,80006081,80006287,206,"High throughput",K562,Blood,Blood,"Homo sapiens",MAF,.,hg19,.
7278,HS_03042137,chr16,80255087,80255329,242,"High throughput",K562,Blood,Blood,"Homo sapiens",DYNLRB2,.,hg19,.
7279,HS_03042138,chr16,81255488,81255706,218,"High throughput",K562,Blood,Blood,"Homo sapiens",BCO1,.,hg19,.
7281,HS_03042140,chr16,81750745,81750968,223,"High throughput",K562,Blood,Blood,"Homo sapiens",CMIP,.,hg19,.
7282,HS_03042141,chr16,81758203,81758451,248,"High throughput",K562,Blood,Blood,"Homo sapiens",CMIP,.,hg19,.
7283,HS_03042142,chr16,81780739,81780931,192,"High throughput",K562,Blood,Blood,"Homo sapiens",PLCG2,.,hg19,.
7284,HS_03042143,chr16,82914857,82915067,210,"High throughput",K562,Blood,Blood,"Homo sapiens",CDH13,.,hg19,.
7286,HS_03042145,chr16,83841536,83841712,176,"High throughput",K562,Blood,Blood,"Homo sapiens",HSBP1,.,hg19,.
7287,HS_03042146,chr16,83912211,83912369,158,"High throughput",K562,Blood,Blood,"Homo sapiens",MLYCD,MLYCD,hg19,.
7289,HS_03042148,chr16,84540344,84540580,236,"High throughput",K562,Blood,Blood,"Homo sapiens",MEAK7,.,hg19,.
7291,HS_03042150,chr16,84633380,84633579,199,"High throughput",K562,Blood,Blood,"Homo sapiens",COTL1,KLHL36,hg19,.
7292,HS_03042151,chr16,84840162,84840361,199,"High throughput",K562,Blood,Blood,"Homo sapiens",CRISPLD2,.,hg19,.
7294,HS_03042153,chr16,84943761,84943876,115,"High throughput",K562,Blood,Blood,"Homo sapiens",CRISPLD2,.,hg19,.
7295,HS_03042154,chr16,85117766,85117939,173,"High throughput",K562,Blood,Blood,"Homo sapiens",KIAA0513,.,hg19,.
7297,HS_03042156,chr16,85267436,85267602,166,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7298,HS_03042157,chr16,85330200,85330435,235,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7299,HS_03042158,chr16,85380301,85380577,276,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7302,HS_03042161,chr16,85525784,85525920,136,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7303,HS_03042162,chr16,85592721,85592911,190,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7304,HS_03042163,chr16,85601775,85601970,195,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7305,HS_03042164,chr16,85704698,85704871,173,"High throughput",K562,Blood,Blood,"Homo sapiens",GSE1,.,hg19,.
7306,HS_03042165,chr16,85735359,85735574,215,"High throughput",K562,Blood,Blood,"Homo sapiens",C16orf74,.,hg19,.
7307,HS_03042166,chr16,86466900,86467129,229,"High throughput",K562,Blood,Blood,"Homo sapiens",FOXF1,.,hg19,.
7308,HS_03042167,chr16,86588698,86588911,213,"High throughput",K562,Blood,Blood,"Homo sapiens",MTHFSD,FOXF1,hg19,.
7309,HS_03042168,chr16,86733288,86733475,187,"High throughput",K562,Blood,Blood,"Homo sapiens",FOXL1,.,hg19,.
7311,HS_03042170,chr16,86960288,86960540,252,"High throughput",K562,Blood,Blood,"Homo sapiens",C16orf95,.,hg19,.
7312,HS_03042171,chr16,87067292,87067465,173,"High throughput",K562,Blood,Blood,"Homo sapiens",C16orf95,.,hg19,.
7315,HS_03042174,chr16,87750381,87750569,188,"High throughput",K562,Blood,Blood,"Homo sapiens",KLHDC4,.,hg19,.
7316,HS_03042175,chr16,87806571,87806776,205,"High throughput",K562,Blood,Blood,"Homo sapiens",KLHDC4,.,hg19,.
7317,HS_03042176,chr16,87839264,87839602,338,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC7A5,.,hg19,.
7318,HS_03042177,chr16,87889541,87889729,188,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC7A5,.,hg19,.
7320,HS_03042179,chr16,88513905,88514141,236,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFPM1,ZNF469,hg19,.
7321,HS_03042180,chr16,88526556,88527059,503,"High throughput",K562,Blood,Blood,"Homo sapiens",ZFPM1,ZNF469,hg19,.
7325,HS_03042184,chr16,89023211,89023356,145,"High throughput",K562,Blood,Blood,"Homo sapiens",CBFA2T3,.,hg19,.
7326,HS_03042185,chr16,89048580,89048782,202,"High throughput",K562,Blood,Blood,"Homo sapiens",CBFA2T3,.,hg19,.
7327,HS_03042186,chr16,89382722,89382872,150,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKRD11,.,hg19,.
7328,HS_03042187,chr16,89403267,89403470,203,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKRD11,.,hg19,.
7329,HS_03042188,chr16,89625532,89625751,219,"High throughput",K562,Blood,Blood,"Homo sapiens",RPL13,.,hg19,.
7333,HS_03042192,chr16,90054784,90054958,174,"High throughput",K562,Blood,Blood,"Homo sapiens",CENPBD1,.,hg19,.
7336,HS_03042195,chr17,94284,94482,198,"High throughput",K562,Blood,Blood,"Homo sapiens",RPH3AL,.,hg19,.
7337,HS_03042196,chr17,487351,487501,150,"High throughput",K562,Blood,Blood,"Homo sapiens",VPS53,.,hg19,.
7338,HS_03042197,chr17,610400,610605,205,"High throughput",K562,Blood,Blood,"Homo sapiens",VPS53,.,hg19,.
7339,HS_03042198,chr17,858973,859201,228,"High throughput",K562,Blood,Blood,"Homo sapiens",NXN,.,hg19,.
7340,HS_03042199,chr17,1167109,1167284,175,"High throughput",K562,Blood,Blood,"Homo sapiens",BHLHA9,.,hg19,.
7342,HS_03042201,chr17,1825407,1825589,182,"High throughput",K562,Blood,Blood,"Homo sapiens",RTN4RL1,.,hg19,.
7343,HS_03042202,chr17,1846458,1846649,191,"High throughput",K562,Blood,Blood,"Homo sapiens",RTN4RL1,.,hg19,.
7345,HS_03042204,chr17,2383040,2383219,179,"High throughput",K562,Blood,Blood,"Homo sapiens",METTL16,.,hg19,.
7346,HS_03042205,chr17,2658382,2658591,209,"High throughput",K562,Blood,Blood,"Homo sapiens",RAP1GAP2,.,hg19,.
7347,HS_03042206,chr17,2802958,2803170,212,"High throughput",K562,Blood,Blood,"Homo sapiens",RAP1GAP2,.,hg19,.
7349,HS_03042208,chr17,3735506,3735685,179,"High throughput",K562,Blood,Blood,"Homo sapiens",NCBP3,.,hg19,.
7351,HS_03042210,chr17,4552879,4553094,215,"High throughput",K562,Blood,Blood,"Homo sapiens",ALOX15,.,hg19,.
7352,HS_03042211,chr17,4667359,4667521,162,"High throughput",K562,Blood,Blood,"Homo sapiens",TM4SF5,.,hg19,.
7353,HS_03042212,chr17,4843813,4844007,194,"High throughput",K562,Blood,Blood,"Homo sapiens",RNF167,.,hg19,.
7354,HS_03042213,chr17,4946945,4947093,148,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC52A1,SPAG7,hg19,.
7356,HS_03042215,chr17,5342450,5342632,182,"High throughput",K562,Blood,Blood,"Homo sapiens",C1QBP,.,hg19,.
7359,HS_03042218,chr17,5419498,5419686,188,"High throughput",K562,Blood,Blood,"Homo sapiens",NLRP1,.,hg19,.
7361,HS_03042220,chr17,6347797,6348024,227,"High throughput",K562,Blood,Blood,"Homo sapiens",PIMREG,.,hg19,.
7362,HS_03042221,chr17,6573510,6573664,154,"High throughput",K562,Blood,Blood,"Homo sapiens",C17orf100,.,hg19,.
7363,HS_03042222,chr17,7089971,7090140,169,"High throughput",K562,Blood,Blood,"Homo sapiens",DLG4,.,hg19,.
7365,HS_03042224,chr17,7269638,7269860,222,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM95,NLGN2,hg19,.
7366,HS_03042225,chr17,7481957,7482145,188,"High throughput",K562,Blood,Blood,"Homo sapiens",SENP3-EIF4A1,.,hg19,.
7367,HS_03042226,chr17,7551198,7551407,209,"High throughput",K562,Blood,Blood,"Homo sapiens",ATP1B2,TP53,hg19,.
7368,HS_03042227,chr17,7836395,7836572,177,"High throughput",K562,Blood,Blood,"Homo sapiens",CNTROB,TMEM88,hg19,.
7369,HS_03042228,chr17,7920053,7920233,180,"High throughput",K562,Blood,Blood,"Homo sapiens",GUCY2D,.,hg19,.
7370,HS_03042229,chr17,8788211,8788374,163,"High throughput",K562,Blood,Blood,"Homo sapiens",PIK3R5,.,hg19,.
7371,HS_03042230,chr17,9612165,9612329,164,"High throughput",K562,Blood,Blood,"Homo sapiens",USP43,DHRS7C,hg19,.
7373,HS_03042232,chr17,10232009,10232227,218,"High throughput",K562,Blood,Blood,"Homo sapiens",MYH13,MYH8,hg19,.
7374,HS_03042233,chr17,10616259,10616459,200,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM220,MYH3,hg19,.
7375,HS_03042234,chr17,10637362,10637547,185,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM220,MYH3,hg19,.
7377,HS_03042236,chr17,11161596,11161784,188,"High throughput",K562,Blood,Blood,"Homo sapiens",SHISA6,.,hg19,.
7378,HS_03042237,chr17,11200213,11200381,168,"High throughput",K562,Blood,Blood,"Homo sapiens",SHISA6,SHISA6,hg19,.
7379,HS_03042238,chr17,11812057,11812249,192,"High throughput",K562,Blood,Blood,"Homo sapiens",DNAH9,.,hg19,.
7380,HS_03042239,chr17,12287658,12287861,203,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP2K4,.,hg19,.
7381,HS_03042240,chr17,16016940,16017137,197,"High throughput",K562,Blood,Blood,"Homo sapiens",NCOR1,.,hg19,.
7383,HS_03042242,chr17,17154504,17154606,102,"High throughput",K562,Blood,Blood,"Homo sapiens",COPS3,.,hg19,.
7384,HS_03042243,chr17,17516236,17516392,156,"High throughput",K562,Blood,Blood,"Homo sapiens",PEMT,.,hg19,.
7386,HS_03042245,chr17,17632978,17633176,198,"High throughput",K562,Blood,Blood,"Homo sapiens",RAI1,.,hg19,.
7388,HS_03042247,chr17,17726733,17726883,150,"High throughput",K562,Blood,Blood,"Homo sapiens",SREBF1,.,hg19,.
7389,HS_03042248,chr17,17898150,17898316,166,"High throughput",K562,Blood,Blood,"Homo sapiens",DRC3,.,hg19,.
7390,HS_03042249,chr17,17925691,17925854,163,"High throughput",K562,Blood,Blood,"Homo sapiens",ATPAF2,.,hg19,.
7392,HS_03042251,chr17,18224803,18224995,192,"High throughput",K562,Blood,Blood,"Homo sapiens",SMCR8,.,hg19,.
7393,HS_03042252,chr17,18966649,18967243,594,"High throughput",K562,Blood,Blood,"Homo sapiens",GRAP,.,hg19,.
7395,HS_03042254,chr17,20026257,20026482,225,"High throughput",K562,Blood,Blood,"Homo sapiens",SPECC1,.,hg19,.
7397,HS_03042256,chr17,20461143,20461300,157,"High throughput",K562,Blood,Blood,"Homo sapiens",CDRT15L2,.,hg19,.
7398,HS_03042257,chr17,20489421,20489620,199,"High throughput",K562,Blood,Blood,"Homo sapiens",CDRT15L2,.,hg19,.
7399,HS_03042258,chr17,21516952,21517190,238,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNJ12,.,hg19,.
7400,HS_03042259,chr17,21532008,21532206,198,"High throughput",K562,Blood,Blood,"Homo sapiens",UBBP4,.,hg19,.
7402,HS_03042261,chr17,25859917,25860102,185,"High throughput",K562,Blood,Blood,"Homo sapiens",KSR1,.,hg19,.
7403,HS_03042262,chr17,26135760,26135922,162,"High throughput",K562,Blood,Blood,"Homo sapiens",AC005697.1,.,hg19,.
7404,HS_03042263,chr17,26241118,26241431,313,"High throughput",K562,Blood,Blood,"Homo sapiens",LYRM9,.,hg19,.
7405,HS_03042264,chr17,26662195,26662386,191,"High throughput",K562,Blood,Blood,"Homo sapiens",IFT20,.,hg19,.
7408,HS_03042267,chr17,26954912,26955086,174,"High throughput",K562,Blood,Blood,"Homo sapiens",KIAA0100,SPAG5,hg19,.
7410,HS_03042269,chr17,27332814,27332997,183,"High throughput",K562,Blood,Blood,"Homo sapiens",PIPOX,.,hg19,.
7411,HS_03042270,chr17,27507275,27507495,220,"High throughput",K562,Blood,Blood,"Homo sapiens",MYO18A,.,hg19,.
7412,HS_03042271,chr17,27942600,27942813,213,"High throughput",K562,Blood,Blood,"Homo sapiens",CORO6,.,hg19,.
7413,HS_03042272,chr17,28432062,28432163,101,"High throughput",K562,Blood,Blood,"Homo sapiens",EFCAB5,.,hg19,.
7415,HS_03042274,chr17,28562949,28563131,182,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC6A4,.,hg19,.
7416,HS_03042275,chr17,29430681,29430862,181,"High throughput",K562,Blood,Blood,"Homo sapiens",NF1,.,hg19,.
7417,HS_03042276,chr17,29998466,29998650,184,"High throughput",K562,Blood,Blood,"Homo sapiens",RAB11FIP4,.,hg19,.
7418,HS_03042277,chr17,30127927,30128120,193,"High throughput",K562,Blood,Blood,"Homo sapiens",COPRS,.,hg19,.
7420,HS_03042279,chr17,30602126,30602349,223,"High throughput",K562,Blood,Blood,"Homo sapiens",RHBDL3,.,hg19,.
7422,HS_03042281,chr17,30673436,30673617,181,"High throughput",K562,Blood,Blood,"Homo sapiens",C17orf75,C17orf75,hg19,.
7425,HS_03042284,chr17,31263404,31263591,187,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM98,.,hg19,.
7426,HS_03042285,chr17,31619340,31619510,170,"High throughput",K562,Blood,Blood,"Homo sapiens",ASIC2,.,hg19,.
7429,HS_03042288,chr17,32510298,32510505,207,"High throughput",K562,Blood,Blood,"Homo sapiens",ASIC2,.,hg19,.
7430,HS_03042289,chr17,33145950,33146154,204,"High throughput",K562,Blood,Blood,"Homo sapiens",CCT6B,.,hg19,.
7432,HS_03042291,chr17,33487621,33487791,170,"High throughput",K562,Blood,Blood,"Homo sapiens",UNC45B,.,hg19,.
7435,HS_03042294,chr17,34288003,34288221,218,"High throughput",K562,Blood,Blood,"Homo sapiens",CCL16,.,hg19,.
7437,HS_03042296,chr17,35021622,35021796,174,"High throughput",K562,Blood,Blood,"Homo sapiens",MRM1,.,hg19,.
7439,HS_03042298,chr17,35298483,35298668,185,"High throughput",K562,Blood,Blood,"Homo sapiens",LHX1,.,hg19,.
7441,HS_03042300,chr17,36614287,36614452,165,"High throughput",K562,Blood,Blood,"Homo sapiens",ARHGAP23,.,hg19,.
7442,HS_03042301,chr17,36706969,36707178,209,"High throughput",K562,Blood,Blood,"Homo sapiens",SRCIN1,.,hg19,.
7443,HS_03042302,chr17,37072928,37073106,178,"High throughput",K562,Blood,Blood,"Homo sapiens",LASP1,RPL23,hg19,.
7444,HS_03042303,chr17,37265163,37265351,188,"High throughput",K562,Blood,Blood,"Homo sapiens",PLXDC1,CACNB1,hg19,.
7448,HS_03042307,chr17,37934634,37934867,233,"High throughput",K562,Blood,Blood,"Homo sapiens",IKZF3,ERBB2,hg19,.
7449,HS_03042308,chr17,37940879,37941109,230,"High throughput",K562,Blood,Blood,"Homo sapiens",IKZF3,.,hg19,.
7450,HS_03042309,chr17,38023509,38023724,215,"High throughput",K562,Blood,Blood,"Homo sapiens",ZPBP2,.,hg19,.
7452,HS_03042311,chr17,38473742,38473951,209,"High throughput",K562,Blood,Blood,"Homo sapiens",RARA,.,hg19,.
7453,HS_03042312,chr17,38637551,38637736,185,"High throughput",K562,Blood,Blood,"Homo sapiens",TNS4,.,hg19,.
7455,HS_03042314,chr17,38738644,38738789,145,"High throughput",K562,Blood,Blood,"Homo sapiens",CCR7,.,hg19,.
7456,HS_03042315,chr17,38984361,38984590,229,"High throughput",K562,Blood,Blood,"Homo sapiens",KRT10,.,hg19,.
7457,HS_03042316,chr17,39300532,39300634,102,"High throughput",K562,Blood,Blood,"Homo sapiens",KRTAP4-6,.,hg19,.
7459,HS_03042318,chr17,40102816,40102967,151,"High throughput",K562,Blood,Blood,"Homo sapiens",TTC25,ZNF385C,hg19,.
7460,HS_03042319,chr17,40259873,40260088,215,"High throughput",K562,Blood,Blood,"Homo sapiens",DHX58,.,hg19,.
7461,HS_03042320,chr17,40333316,40333591,275,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNH4,.,hg19,.
7462,HS_03042321,chr17,41224055,41224260,205,"High throughput",K562,Blood,Blood,"Homo sapiens",BRCA1,.,hg19,.
7463,HS_03042322,chr17,41379300,41379489,189,"High throughput",K562,Blood,Blood,"Homo sapiens",TMEM106A,.,hg19,.
7465,HS_03042324,chr17,41831689,41831891,202,"High throughput",K562,Blood,Blood,"Homo sapiens",SOST,.,hg19,.
7466,HS_03042325,chr17,41943686,41943858,172,"High throughput",K562,Blood,Blood,"Homo sapiens",CD300LG,.,hg19,.
7468,HS_03042327,chr17,42296769,42296933,164,"High throughput",K562,Blood,Blood,"Homo sapiens",UBTF,.,hg19,.
7469,HS_03042328,chr17,42477560,42478023,463,"High throughput",K562,Blood,Blood,"Homo sapiens",GPATCH8,.,hg19,.
7470,HS_03042329,chr17,42635057,42635303,246,"High throughput",K562,Blood,Blood,"Homo sapiens",FZD2,.,hg19,.
7473,HS_03042332,chr17,43096740,43096919,179,"High throughput",K562,Blood,Blood,"Homo sapiens",DCAKD,.,hg19,.
7476,HS_03042335,chr17,43322845,43323015,170,"High throughput",K562,Blood,Blood,"Homo sapiens",FMNL1,.,hg19,.
7477,HS_03042336,chr17,43367837,43368040,203,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP3K14,.,hg19,.
7478,HS_03042337,chr17,43414932,43415093,161,"High throughput",K562,Blood,Blood,"Homo sapiens",MAP3K14,.,hg19,.
7480,HS_03042339,chr17,43489335,43489522,187,"High throughput",K562,Blood,Blood,"Homo sapiens",ARHGAP27,.,hg19,.
7481,HS_03042340,chr17,43917814,43918023,209,"High throughput",K562,Blood,Blood,"Homo sapiens",SPPL2C,.,hg19,.
7482,HS_03042341,chr17,44066175,44066366,191,"High throughput",K562,Blood,Blood,"Homo sapiens",MAPT,.,hg19,.
7483,HS_03042342,chr17,44922250,44922415,165,"High throughput",K562,Blood,Blood,"Homo sapiens",WNT9B,.,hg19,.
7484,HS_03042343,chr17,44941221,44941463,242,"High throughput",K562,Blood,Blood,"Homo sapiens",WNT9B,.,hg19,.
7485,HS_03042344,chr17,45614024,45614225,201,"High throughput",K562,Blood,Blood,"Homo sapiens",NPEPPS,.,hg19,.
7486,HS_03042345,chr17,45772968,45773127,159,"High throughput",K562,Blood,Blood,"Homo sapiens",TBKBP1,.,hg19,.
7487,HS_03042346,chr17,45899123,45899338,215,"High throughput",K562,Blood,Blood,"Homo sapiens",OSBPL7,.,hg19,.
7489,HS_03042348,chr17,45981458,45981651,193,"High throughput",K562,Blood,Blood,"Homo sapiens",SP2,SP2,hg19,.
7490,HS_03042349,chr17,46105093,46105359,266,"High throughput",K562,Blood,Blood,"Homo sapiens",COPZ2,PRR15L,hg19,.
7492,HS_03042351,chr17,46186828,46187001,173,"High throughput",K562,Blood,Blood,"Homo sapiens",SNX11,CBX1,hg19,.
7493,HS_03042352,chr17,46704661,46704816,155,"High throughput",K562,Blood,Blood,"Homo sapiens",HOXB7,.,hg19,.
7495,HS_03042354,chr17,47683760,47683957,197,"High throughput",K562,Blood,Blood,"Homo sapiens",SPOP,.,hg19,.
7497,HS_03042356,chr17,48448134,48448295,161,"High throughput",K562,Blood,Blood,"Homo sapiens",MRPL27,.,hg19,.
7498,HS_03042357,chr17,48557048,48557434,386,"High throughput",K562,Blood,Blood,"Homo sapiens",RSAD1,.,hg19,.
7499,HS_03042358,chr17,48626222,48626443,221,"High throughput",K562,Blood,Blood,"Homo sapiens",SPATA20,.,hg19,.
7500,HS_03042359,chr17,48883528,48883749,221,"High throughput",K562,Blood,Blood,"Homo sapiens",WFIKKN2,.,hg19,.
7501,HS_03042360,chr17,49012142,49012362,220,"High throughput",K562,Blood,Blood,"Homo sapiens",SPAG9,.,hg19,.
7503,HS_03042362,chr17,50133703,50133855,152,"High throughput",K562,Blood,Blood,"Homo sapiens",CA10,.,hg19,.
7505,HS_03042364,chr17,54066616,54066826,210,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKFN1,.,hg19,.
7506,HS_03042365,chr17,54234389,54234595,206,"High throughput",K562,Blood,Blood,"Homo sapiens",ANKFN1,.,hg19,.
7507,HS_03042366,chr17,55365995,55366170,175,"High throughput",K562,Blood,Blood,"Homo sapiens",MSI2,.,hg19,.
7508,HS_03042367,chr17,55415927,55416094,167,"High throughput",K562,Blood,Blood,"Homo sapiens",MSI2,.,hg19,.
7509,HS_03042368,chr17,55441475,55441718,243,"High throughput",K562,Blood,Blood,"Homo sapiens",MSI2,.,hg19,.
7512,HS_03042371,chr17,55805921,55806176,255,"High throughput",K562,Blood,Blood,"Homo sapiens",CCDC182,.,hg19,.
7513,HS_03042372,chr17,55813992,55814170,178,"High throughput",K562,Blood,Blood,"Homo sapiens",CCDC182,.,hg19,.
7514,HS_03042373,chr17,56046907,56047067,160,"High throughput",K562,Blood,Blood,"Homo sapiens",VEZF1,.,hg19,.
7516,HS_03042375,chr17,56833223,56833371,148,"High throughput",K562,Blood,Blood,"Homo sapiens",PPM1E,.,hg19,.
7517,HS_03042376,chr17,57520265,57520470,205,"High throughput",K562,Blood,Blood,"Homo sapiens",YPEL2,.,hg19,.
7519,HS_03042378,chr17,57919688,57919882,194,"High throughput",K562,Blood,Blood,"Homo sapiens",VMP1,.,hg19,.
7520,HS_03042379,chr17,58402707,58402860,153,"High throughput",K562,Blood,Blood,"Homo sapiens",USP32,.,hg19,.
7522,HS_03042381,chr17,58784318,58784508,190,"High throughput",K562,Blood,Blood,"Homo sapiens",BCAS3,.,hg19,.
7523,HS_03042382,chr17,59200454,59200632,178,"High throughput",K562,Blood,Blood,"Homo sapiens",BCAS3,.,hg19,.
7524,HS_03042383,chr17,59521182,59521392,210,"High throughput",K562,Blood,Blood,"Homo sapiens",TBX4,TBX2,hg19,.
7525,HS_03042384,chr17,60114488,60114673,185,"High throughput",K562,Blood,Blood,"Homo sapiens",MED13,.,hg19,.
7527,HS_03042386,chr17,60645420,60645891,471,"High throughput",K562,Blood,Blood,"Homo sapiens",TLK2,MRC2,hg19,.
7529,HS_03042388,chr17,61512442,61512609,167,"High throughput",K562,Blood,Blood,"Homo sapiens",CYB561,.,hg19,.
7530,HS_03042389,chr17,61640093,61640313,220,"High throughput",K562,Blood,Blood,"Homo sapiens",DCAF7,DCAF7,hg19,.
7531,HS_03042390,chr17,61817650,61817818,168,"High throughput",K562,Blood,Blood,"Homo sapiens",STRADA,.,hg19,.
7533,HS_03042392,chr17,62317605,62317814,209,"High throughput",K562,Blood,Blood,"Homo sapiens",TEX2,TEX2,hg19,.
7534,HS_03042393,chr17,62398397,62398608,211,"High throughput",K562,Blood,Blood,"Homo sapiens",TEX2,.,hg19,.
7536,HS_03042395,chr17,62755217,62755429,212,"High throughput",K562,Blood,Blood,"Homo sapiens",LRRC37A3,SMURF2,hg19,.
7537,HS_03042396,chr17,62962191,62962354,163,"High throughput",K562,Blood,Blood,"Homo sapiens",GNA13,.,hg19,.
7539,HS_03042398,chr17,64544955,64545137,182,"High throughput",K562,Blood,Blood,"Homo sapiens",PRKCA,.,hg19,.
7540,HS_03042399,chr17,64874747,64874957,210,"High throughput",K562,Blood,Blood,"Homo sapiens",CACNG5,.,hg19,.
7541,HS_03042400,chr17,65061048,65061409,361,"High throughput",K562,Blood,Blood,"Homo sapiens",HELZ,.,hg19,.
7543,HS_03042402,chr17,65636212,65636398,186,"High throughput",K562,Blood,Blood,"Homo sapiens",PITPNC1,.,hg19,.
7544,HS_03042403,chr17,65717475,65717706,231,"High throughput",K562,Blood,Blood,"Homo sapiens",NOL11,.,hg19,.
7545,HS_03042404,chr17,66287460,66287634,174,"High throughput",K562,Blood,Blood,"Homo sapiens",ARSG,.,hg19,.
7548,HS_03042407,chr17,68532725,68532826,101,"High throughput",K562,Blood,Blood,"Homo sapiens",KCNJ2,.,hg19,.
7549,HS_03042408,chr17,70717445,70717660,215,"High throughput",K562,Blood,Blood,"Homo sapiens",SLC39A11,.,hg19,.
7551,HS_03042410,chr17,72292700,72292934,234,"High throughput",K562,Blood,Blood,"Homo sapiens",DNAI2,.,hg19,.
7552,HS_03042411,chr17,72850908,72851103,195,"High throughput",K562,Blood,Blood,"Homo sapiens",GRIN2C,NAT9,hg19,.
7554,HS_03042413,chr17,72960959,72961117,158,"High throughput",K562,Blood,Blood,"Homo sapiens",HID1,.,hg19,.
7555,HS_03042414,chr17,73008558,73008740,182,"High throughput",K562,Blood,Blood,"Homo sapiens",MRPL58,SLC16A5,hg19,.
